Clf_Number	Acc_Pisum	Acc_Oryza
141.0	0.9191176470588235	0.8640522875816994
142.0	0.9191176470588235	0.865359477124183
143.0	0.9264705882352942	0.85359477124183
144.0	0.9117647058823529	0.857516339869281
145.0	0.9264705882352942	0.8549019607843137
146.0	0.9191176470588235	0.8640522875816994
147.0	0.9264705882352942	0.865359477124183
148.0	0.9191176470588235	0.8679738562091504
149.0	0.9191176470588235	0.8562091503267973
150.0	0.9191176470588235	0.8614379084967321
151.0	0.9191176470588235	0.857516339869281
152.0	0.9191176470588235	0.869281045751634
153.0	0.9191176470588235	0.8679738562091504
154.0	0.9264705882352942	0.8588235294117647
155.0	0.9264705882352942	0.857516339869281
156.0	0.9264705882352942	0.857516339869281
157.0	0.9264705882352942	0.8627450980392157
158.0	0.9191176470588235	0.8614379084967321
159.0	0.9264705882352942	0.8601307189542484
160.0	0.9191176470588235	0.8640522875816994
161.0	0.9117647058823529	0.8640522875816994
162.0	0.9191176470588235	0.8614379084967321
163.0	0.9264705882352942	0.865359477124183
164.0	0.9191176470588235	0.8627450980392157
165.0	0.9264705882352942	0.8627450980392157
166.0	0.9117647058823529	0.8640522875816994
167.0	0.9264705882352942	0.8627450980392157
168.0	0.9264705882352942	0.8640522875816994
169.0	0.9264705882352942	0.8627450980392157
170.0	0.9264705882352942	0.8601307189542484
171.0	0.9191176470588235	0.8679738562091504
172.0	0.9117647058823529	0.8614379084967321
173.0	0.9191176470588235	0.865359477124183
174.0	0.9191176470588235	0.8614379084967321
175.0	0.9191176470588235	0.8640522875816994
176.0	0.9191176470588235	0.8601307189542484
177.0	0.9264705882352942	0.8666666666666667
178.0	0.9264705882352942	0.8562091503267973
179.0	0.9264705882352942	0.8627450980392157
180.0	0.9264705882352942	0.8588235294117647
181.0	0.9044117647058824	0.857516339869281
182.0	0.9338235294117647	0.857516339869281
183.0	0.9338235294117647	0.8627450980392157
184.0	0.9264705882352942	0.8601307189542484
185.0	0.9117647058823529	0.8588235294117647
186.0	0.9191176470588235	0.8666666666666667
187.0	0.9191176470588235	0.8627450980392157
188.0	0.9191176470588235	0.8627450980392157
189.0	0.9264705882352942	0.8562091503267973
190.0	0.9191176470588235	0.8588235294117647
191.0	0.9264705882352942	0.8640522875816994
192.0	0.9264705882352942	0.869281045751634
193.0	0.9264705882352942	0.865359477124183
194.0	0.9117647058823529	0.8588235294117647
195.0	0.9117647058823529	0.8601307189542484
196.0	0.9338235294117647	0.8614379084967321
197.0	0.9191176470588235	0.8614379084967321
198.0	0.9264705882352942	0.8640522875816994
199.0	0.9191176470588235	0.8679738562091504
200.0	0.9191176470588235	0.8601307189542484
201.0	0.9264705882352942	0.865359477124183
202.0	0.9264705882352942	0.8666666666666667
203.0	0.9191176470588235	0.8640522875816994
204.0	0.9117647058823529	0.8601307189542484
205.0	0.9117647058823529	0.8666666666666667
206.0	0.9338235294117647	0.8588235294117647
207.0	0.9264705882352942	0.857516339869281
208.0	0.9191176470588235	0.8614379084967321
209.0	0.9264705882352942	0.8679738562091504
210.0	0.9264705882352942	0.8588235294117647
211.0	0.9264705882352942	0.8562091503267973
212.0	0.9191176470588235	0.8640522875816994
213.0	0.9264705882352942	0.8640522875816994
214.0	0.9264705882352942	0.8679738562091504
215.0	0.9264705882352942	0.8627450980392157
216.0	0.9264705882352942	0.8601307189542484
217.0	0.9191176470588235	0.8640522875816994
218.0	0.9338235294117647	0.8588235294117647
219.0	0.9264705882352942	0.8666666666666667
220.0	0.9264705882352942	0.8640522875816994
221.0	0.9264705882352942	0.8640522875816994
222.0	0.9191176470588235	0.8614379084967321
223.0	0.9338235294117647	0.8562091503267973
224.0	0.9264705882352942	0.865359477124183
225.0	0.9264705882352942	0.8562091503267973
226.0	0.9264705882352942	0.8640522875816994
227.0	0.9191176470588235	0.869281045751634
228.0	0.9264705882352942	0.8614379084967321
229.0	0.9264705882352942	0.8627450980392157
230.0	0.9191176470588235	0.8627450980392157
231.0	0.9264705882352942	0.8614379084967321
232.0	0.9191176470588235	0.857516339869281
233.0	0.9117647058823529	0.8627450980392157
234.0	0.9117647058823529	0.8601307189542484
235.0	0.9264705882352942	0.8601307189542484
236.0	0.9264705882352942	0.8627450980392157
237.0	0.9264705882352942	0.857516339869281
238.0	0.9191176470588235	0.8601307189542484
239.0	0.9264705882352942	0.8601307189542484
240.0	0.9338235294117647	0.8640522875816994
241.0	0.9191176470588235	0.857516339869281
242.0	0.9191176470588235	0.85359477124183
243.0	0.9191176470588235	0.8679738562091504
244.0	0.9264705882352942	0.8549019607843137
245.0	0.9191176470588235	0.8614379084967321
246.0	0.9264705882352942	0.8614379084967321
247.0	0.9264705882352942	0.8601307189542484
248.0	0.9117647058823529	0.865359477124183
249.0	0.9191176470588235	0.865359477124183
250.0	0.9117647058823529	0.8666666666666667
251.0	0.9191176470588235	0.8614379084967321
252.0	0.9264705882352942	0.865359477124183
253.0	0.9117647058823529	0.8601307189542484
254.0	0.9264705882352942	0.865359477124183
255.0	0.9191176470588235	0.8614379084967321
256.0	0.9264705882352942	0.8627450980392157
257.0	0.9117647058823529	0.865359477124183
258.0	0.9191176470588235	0.8640522875816994
259.0	0.9191176470588235	0.8549019607843137
260.0	0.9191176470588235	0.8640522875816994
261.0	0.9117647058823529	0.8614379084967321
262.0	0.9264705882352942	0.8562091503267973
263.0	0.9191176470588235	0.8588235294117647
264.0	0.9191176470588235	0.8601307189542484
265.0	0.9191176470588235	0.8679738562091504
266.0	0.9191176470588235	0.8601307189542484
267.0	0.9264705882352942	0.8627450980392157
268.0	0.9264705882352942	0.8588235294117647
269.0	0.9264705882352942	0.8666666666666667
270.0	0.9264705882352942	0.8588235294117647
271.0	0.9191176470588235	0.865359477124183
272.0	0.9191176470588235	0.8588235294117647
273.0	0.9264705882352942	0.8601307189542484
274.0	0.9117647058823529	0.8627450980392157
275.0	0.9264705882352942	0.8614379084967321
276.0	0.9191176470588235	0.8627450980392157
277.0	0.9264705882352942	0.8640522875816994
278.0	0.9264705882352942	0.8627450980392157
279.0	0.9191176470588235	0.8640522875816994
280.0	0.9264705882352942	0.8640522875816994
281.0	0.9264705882352942	0.8679738562091504
282.0	0.9264705882352942	0.8679738562091504
283.0	0.9191176470588235	0.8627450980392157
284.0	0.9117647058823529	0.8627450980392157
285.0	0.9191176470588235	0.8614379084967321
286.0	0.9191176470588235	0.8588235294117647
287.0	0.9117647058823529	0.8614379084967321
288.0	0.9191176470588235	0.8666666666666667
289.0	0.9117647058823529	0.8522875816993464
290.0	0.9191176470588235	0.8562091503267973
291.0	0.9264705882352942	0.8627450980392157
292.0	0.9191176470588235	0.8601307189542484
293.0	0.9264705882352942	0.8640522875816994
294.0	0.9191176470588235	0.8614379084967321
295.0	0.9264705882352942	0.8679738562091504
296.0	0.9117647058823529	0.8640522875816994
297.0	0.9191176470588235	0.8588235294117647
298.0	0.9264705882352942	0.857516339869281
299.0	0.9264705882352942	0.8601307189542484
